CustomerID,recency_days,frequency,monetary_value,R,F,M,segment
13402,127,2,621.23,2,3,3,Others
14152,75,2,621.29,2,3,3,Others
17640,86,1,621.66,2,2,3,Others
16915,9,6,621.68,5,5,3,Loyal
18217,29,2,621.75,4,3,3,Others
15768,115,3,621.83,2,3,3,Others
17460,94,6,622.43,2,5,3,"At Risk"
15182,154,2,622.85,2,2,3,Others
17499,289,1,622.88,1,1,3,Lost
15258,168,2,623.16,2,2,3,Others
13368,256,2,623.4,1,2,3,Lost
15147,240,1,623.5,1,1,3,Lost
12649,107,3,623.51,2,3,3,Others
16718,369,1,623.75,1,1,3,Lost
16750,44,5,623.93,3,4,3,Others
14382,26,1,626.07,4,2,3,Promising
13914,11,2,626.45,5,3,3,Others
14036,284,1,626.65,1,1,3,Lost
15402,148,2,626.77,2,2,3,Others
13546,12,3,626.99,5,4,3,Loyal
15028,8,4,627.13,5,4,3,Loyal
16022,260,1,628.28,1,1,3,Lost
14687,106,1,628.38,2,1,3,Others
13525,14,2,628.78,4,3,3,Others
13046,30,2,629.31,4,3,3,Others
17990,236,3,630.84,1,3,3,Others
13539,85,3,631.34,2,3,3,Others
15244,65,2,631.57,3,3,3,Others
14021,155,3,631.9,2,3,3,Others
13822,5,2,632,5,3,3,Others
18183,227,2,632.07,1,2,3,Lost
16306,213,6,632.27,1,4,3,"At Risk"
14220,247,2,632.4,1,2,3,Lost
13892,26,4,632.97,4,4,3,Loyal
17985,22,1,634.95,4,2,3,Promising
16139,18,3,635.41,4,4,3,Loyal
14000,211,1,635.66,1,1,3,Lost
15773,5,1,635.68,5,2,3,Promising
15829,99,2,636.14,2,3,3,Others
14481,164,2,636.51,2,2,3,Others
14128,60,2,637.5,3,3,3,Others
14664,19,2,637.89,4,3,3,Others
14754,44,2,638.05,3,3,3,Others
18160,57,2,638.06,3,3,3,Others
17515,31,4,639.02,4,4,3,Loyal
15919,19,2,639.89,4,3,3,Others
14301,117,1,640.14,2,1,3,Others
12631,57,1,640.5,3,2,3,Others
13318,1,3,640.76,5,4,3,Loyal
13417,4,2,640.83,5,3,3,Others
12624,106,2,641.13,2,3,3,Others
12365,291,2,641.38,1,2,3,Lost
15297,10,3,641.94,5,4,3,Loyal
17046,157,1,642.02,2,1,3,Others
15384,169,2,642.41,2,2,3,Others
13034,54,2,642.77,3,3,3,Others
14020,16,2,642.8,4,3,3,Others
16431,213,3,642.81,1,3,3,Others
17312,138,3,644.3,2,3,3,Others
12719,5,2,644.95,5,3,3,Others
14855,119,2,645.65,2,3,3,Others
17545,43,3,645.96,3,3,3,Others
15651,36,3,646.3,3,4,3,Others
12589,28,2,646.68,4,3,3,Others
17373,40,4,646.92,3,4,3,Others
16969,39,3,650.41,3,4,3,Others
16469,23,4,650.43,4,4,3,Loyal
15571,11,4,650.43,5,4,3,Loyal
16734,52,3,650.51,3,3,3,Others
14034,22,3,651.82,4,4,3,Loyal
17523,11,4,652.74,5,4,3,Loyal
14548,150,2,652.8,2,2,3,Others
14044,26,4,652.82,4,4,3,Loyal
15205,85,2,653.24,2,3,3,Others
13496,10,2,653.33,5,3,3,Others
18151,134,2,653.35,2,2,3,Others
17398,114,3,653.38,2,3,3,Others
14651,67,2,654.6,3,3,3,Others
16444,46,4,654.67,3,4,3,Others
14894,85,1,655.75,2,2,3,Others
16127,39,1,656.25,3,2,3,Others
16708,45,1,656.63,3,2,3,Others
13049,64,2,656.68,3,3,3,Others
16157,15,3,656.69,4,4,3,Loyal
15677,49,1,657.23,3,2,3,Others
17459,43,2,657.3,3,3,3,Others
15648,204,2,657.35,1,2,3,Lost
14818,73,3,657.8,2,3,3,Others
12577,35,3,657.8,3,4,3,Others
16696,135,4,657.9,2,4,3,"At Risk"
17779,21,3,658.57,4,4,3,Loyal
14150,35,2,658.64,3,3,3,Others
16357,33,3,658.88,3,4,3,Others
13759,33,2,659.41,3,3,3,Others
13518,85,1,659.44,2,2,3,Others
15492,28,2,659.46,4,3,3,Others
14603,274,1,660,1,1,3,Lost
13028,22,2,661.32,4,3,3,Others
16774,67,4,661.52,3,4,3,Others
18218,211,2,662.08,1,2,3,Lost
16014,37,3,662.38,3,4,3,Others
14451,60,2,662.59,3,3,3,Others
16573,84,2,663.61,2,3,3,Others
13240,96,4,663.65,2,4,3,"At Risk"
14720,5,3,663.81,5,4,3,Loyal
15643,191,3,664,1,3,3,Others
16208,44,2,664.26,3,3,3,Others
13963,308,4,664.54,1,4,3,"At Risk"
16056,45,1,664.85,3,2,3,Others
17105,159,2,665.78,2,2,3,Others
17777,24,3,665.86,4,4,3,Loyal
15969,2,3,666.1,5,4,3,Loyal
16268,71,2,667.65,3,3,3,Others
18022,35,1,668.11,3,2,3,Others
15031,4,4,668.14,5,4,3,Loyal
16383,74,2,668.36,2,3,3,Others
13741,71,3,668.43,2,3,3,Others
14342,21,4,668.56,4,4,3,Loyal
12418,112,1,668.58,2,1,3,Others
17299,11,4,669.11,5,4,3,Loyal
12638,33,1,671.69,3,2,3,Others
17883,3,4,671.77,5,4,3,Loyal
14628,91,2,671.96,2,3,3,Others
18121,149,2,673.1,2,2,3,Others
14504,47,4,673.26,3,4,3,Others
13951,176,3,674.45,2,3,3,Others
17749,178,2,674.52,2,2,3,Others
13464,58,1,674.68,3,2,3,Others
13355,122,1,674.7,2,1,3,Others
16418,44,3,675.27,3,3,3,Others
13325,81,1,675.3,2,2,3,Others
17462,60,2,675.69,3,3,3,Others
15626,74,2,675.8,2,3,3,Others
16377,267,1,676.2,1,1,3,Lost
13040,8,2,676.99,5,3,3,Others
13388,131,2,677.1,2,2,3,Others
13607,40,1,678.01,3,2,3,Others
13925,92,4,678.25,2,4,3,"At Risk"
17994,121,4,678.49,2,4,3,"At Risk"
14788,7,2,679.44,5,3,3,Others
13430,18,2,679.45,4,3,3,Others
15322,85,1,679.68,2,2,3,Others
16872,77,3,680.02,2,3,3,Others
13524,40,5,680.18,3,4,3,Others
12478,3,1,680.99,5,2,3,Promising
18135,29,5,681.91,4,4,3,Loyal
13548,96,2,682.41,2,3,3,Others
15582,24,3,682.91,4,4,3,Loyal
12838,33,2,683.13,3,3,3,Others
14222,177,1,683.17,2,1,3,Others
17874,185,6,683.46,1,4,3,"At Risk"
12942,131,3,683.9,2,3,3,Others
15669,40,4,684.34,3,4,3,Others
16495,3,3,684.41,5,4,3,Loyal
16122,73,4,684.42,2,4,3,"At Risk"
12658,18,1,686.05,4,2,3,Promising
16642,4,2,688.33,5,3,3,Others
13799,116,2,688.86,2,3,3,Others
17502,9,4,689.1,5,4,3,Loyal
18196,95,2,689.13,2,3,3,Others
15181,66,3,689.48,3,3,3,Others
13023,64,2,689.9,3,3,3,Others
18085,330,2,689.95,1,2,3,Lost
16212,19,2,690.34,4,3,3,Others
13838,5,4,691.73,5,4,3,Loyal
17733,38,2,692.19,3,3,3,Others
17198,23,3,692.22,4,4,3,Loyal
14111,14,4,692.85,4,4,3,Loyal
13601,45,2,693.32,3,3,3,Others
12410,308,2,693.33,1,2,3,Lost
14643,170,2,693.81,2,2,3,Others
12925,4,2,694.05,5,3,3,Others
15304,60,8,694.4,3,5,3,Others
14959,64,4,695.42,3,4,3,Others
14009,198,2,695.61,1,2,3,Lost
17397,22,2,696.41,4,3,3,Others
15700,172,2,696.68,2,2,3,Others
13596,5,2,697.04,5,3,3,Others
14829,29,4,697.55,4,4,3,Loyal
15053,4,3,697.79,5,4,3,Loyal
17796,40,4,697.9,3,4,3,Others
17423,46,2,698.41,3,3,3,Others
13258,11,3,698.58,5,4,3,Loyal
15800,107,2,699.08,2,3,3,Others
17734,53,3,700.63,3,3,3,Others
13238,17,4,700.73,4,4,3,Loyal
17321,8,2,700.86,5,3,3,Others
14356,79,2,701.23,2,3,3,Others
14198,18,4,701.4,4,4,3,Loyal
16997,288,3,702,1,3,3,Others
15574,177,4,702.25,2,4,3,"At Risk"
15103,31,2,703.36,4,3,3,Others
18082,25,1,703.37,4,2,3,Promising
12883,24,4,703.47,4,4,3,Loyal
12612,74,1,704.04,2,2,3,Others
17934,51,2,704.25,3,3,3,Others
16882,66,3,705.12,3,3,3,Others
16015,3,3,705.39,5,4,3,Loyal
15038,58,6,705.49,3,5,3,Others
14126,7,3,706.13,5,4,3,Loyal
14880,77,3,706.19,2,3,3,Others
16309,106,2,706.57,2,3,3,Others
16364,11,2,707.04,5,3,3,Others
12453,134,1,707.09,2,1,3,Others
16449,197,2,707.69,1,2,3,Lost
15951,8,2,708.22,5,3,3,Others
16136,59,3,709.38,3,3,3,Others
14127,122,3,709.71,2,3,3,Others
14867,185,3,710.28,1,3,3,Others
17472,191,3,710.29,1,3,3,Others
13249,92,3,711.41,2,3,3,Others
17179,178,3,711.79,2,3,3,Others
13705,7,3,711.86,5,4,3,Loyal
15855,136,5,712.24,2,4,3,"At Risk"
17642,119,2,712.29,2,3,3,Others
13587,63,1,712.4,3,2,3,Others
13416,43,2,712.5,3,3,3,Others
17761,32,1,712.78,4,2,3,Promising
13147,10,4,712.8,5,4,3,Loyal
13169,63,2,712.88,3,3,3,Others
12616,95,2,713.3,2,3,3,Others
15757,65,2,714.42,3,3,3,Others
15330,32,2,714.96,3,3,3,Others
17029,110,2,716,2,3,3,Others
15400,92,5,716.2,2,4,3,"At Risk"
12535,91,2,716.35,2,3,3,Others
15274,4,2,716.57,5,3,3,Others
17884,3,4,717.45,5,4,3,Loyal
14725,24,1,718.08,4,2,3,Promising
14179,40,2,719.78,3,3,3,Others
16023,46,3,719.81,3,3,3,Others
18062,173,3,720.52,2,3,3,Others
15272,57,2,721.94,3,3,3,Others
17521,29,3,723.21,4,4,3,Loyal
12475,53,1,723.38,3,2,3,Others
15636,89,2,724.76,2,3,3,Others
12723,3,5,725.07,5,4,3,Loyal
15584,23,4,725.11,4,4,3,Loyal
16140,65,2,725.18,3,3,3,Others
14055,106,1,725.64,2,1,3,Others
14869,8,2,725.7,5,3,3,Others
17888,21,8,726.05,4,5,3,Loyal
17666,3,2,728.16,5,3,3,Others
13077,1,4,729.27,5,4,3,Loyal
12468,187,2,729.54,1,2,3,Lost
18035,35,3,730.4,3,4,3,Others
14778,127,2,730.86,2,3,3,Others
16491,46,1,731.5,3,2,3,Others
13736,5,2,731.9,5,3,3,Others
16099,50,3,731.9,3,3,3,Others
13575,23,5,732.07,4,4,3,Loyal
17812,12,4,732.16,5,4,3,Loyal
16146,157,3,734.13,2,3,3,Others
16362,32,5,734.77,4,4,3,Loyal
18156,12,2,734.94,5,3,3,Others
15215,46,3,734.94,3,3,3,Others
15045,151,2,735.66,2,2,3,Others
12976,211,1,738.6,1,1,3,Lost
14756,15,1,738.96,4,2,3,Promising
12603,21,1,739.2,4,2,3,Promising
15252,36,2,740.78,3,3,3,Others
17974,24,3,740.79,4,4,3,Loyal
17692,127,4,740.94,2,4,3,"At Risk"
13900,183,3,740.95,1,3,3,Others
13753,287,1,741.26,1,1,3,Lost
12465,17,2,742.19,4,3,3,Others
12374,25,1,742.93,4,2,3,Promising
16730,52,3,743.11,3,3,3,Others
13354,71,1,743.53,2,2,3,Others
13236,24,2,744.85,4,3,3,Others
14790,16,4,745.06,4,4,3,Loyal
13950,11,4,745.06,5,4,3,Loyal
17034,16,3,745.52,4,4,3,Loyal
14050,31,2,746.36,4,3,3,Others
16261,17,4,746.83,4,4,3,Loyal
14201,60,7,747.44,3,5,3,Others
13623,30,5,747.78,4,4,3,Loyal
16859,144,2,747.81,2,2,3,Others
15656,45,4,748.5,3,4,3,Others
15074,105,1,748.87,2,1,3,Others
14923,50,1,749.1,3,2,3,Others
17146,105,3,749.78,2,3,3,Others
12908,176,2,750,2,2,3,Others
16256,266,1,752.43,1,1,3,Lost
13730,135,2,752.6,2,2,3,Others
18104,37,1,754.64,3,2,3,Others
13370,371,1,754.87,1,1,3,Lost
15223,225,2,755.75,1,2,3,Lost
17461,22,3,757.46,4,4,3,Loyal
17979,35,4,757.71,3,4,3,Others
12413,66,3,758.1,3,3,3,Others
15568,2,3,758.29,5,4,3,Loyal
16036,87,2,758.92,2,3,3,Others
17425,19,2,759.17,4,3,3,Others
16205,30,4,761.38,4,4,3,Loyal
14883,18,6,761.59,4,5,3,Loyal
15599,26,2,761.74,4,3,3,Others
16470,51,4,762.39,3,4,3,Others
17466,10,2,763.28,5,3,3,Others
17268,107,4,763.64,2,4,3,"At Risk"
14885,131,1,765.32,2,1,3,Others
17695,131,2,765.34,2,3,3,Others
14672,234,2,765.55,1,2,3,Lost
14550,10,2,765.62,5,3,3,Others
17516,15,5,768.08,4,4,3,Loyal
13356,80,1,768.24,2,2,3,Others
16480,75,1,769.29,2,2,3,Others
14412,42,2,770.03,3,3,3,Others
16770,57,5,770.1,3,4,3,Others
14662,28,4,771.17,4,4,3,Loyal
17409,184,2,771.85,1,2,3,Lost
12965,89,1,771.91,2,1,3,Others
15075,77,1,773.03,2,2,3,Others
16043,37,4,773.99,3,4,3,Others
15414,9,3,774.9,5,4,3,Loyal
16825,38,2,775.18,3,3,3,Others
14234,22,4,775.46,4,4,3,Loyal
13341,260,1,775.85,1,1,3,Lost
13314,1,3,775.94,5,4,3,Loyal
15618,32,4,776.85,4,4,3,Loyal
15353,254,2,777.02,1,2,3,Lost
12425,78,1,777.2,2,2,3,Others
13563,84,2,777.53,2,3,3,Others
16505,31,1,777.6,4,2,3,Promising
17414,43,2,778,3,3,3,Others
14815,36,2,778.5,3,3,3,Others
13375,88,1,778.65,2,1,3,Others
17411,12,3,778.94,5,4,3,Loyal
12735,315,2,779.57,1,2,3,Lost
18228,56,2,779.9,3,3,3,Others
17797,22,3,780.43,4,4,3,Loyal
15239,10,2,780.59,5,3,3,Others
16725,302,7,781.02,1,5,3,"At Risk"
13583,155,1,781.03,2,1,3,Others
15679,24,4,781.28,4,4,3,Loyal
17341,156,3,781.36,2,3,3,Others
17006,4,4,781.78,5,4,3,Loyal
16054,145,1,783.9,2,1,3,Others
17387,19,2,784.11,4,3,3,Others
18136,63,3,784.33,3,3,3,Others
15743,16,4,784.46,4,4,3,Loyal
15806,46,3,784.58,3,3,3,Others
12628,4,3,786.46,5,4,3,Loyal
13109,59,2,786.54,3,3,3,Others
16546,290,2,787.15,1,2,3,Lost
13884,7,5,787.6,5,4,3,Loyal
13323,3,5,787.85,5,4,3,Loyal
13212,19,3,788.08,4,4,3,Loyal
14557,85,1,788.38,2,2,3,Others
13329,31,2,789,4,3,3,Others
16759,7,3,789.79,5,4,3,Loyal
13016,73,3,789.89,2,3,3,Others
14976,57,7,790.86,3,5,3,Others
13167,18,4,791.33,4,4,3,Loyal
15990,44,2,792.11,3,3,3,Others
13336,77,1,795.12,2,2,3,Others
17180,56,4,796.03,3,4,3,Others
12701,79,2,797.71,2,3,3,Others
13389,11,3,797.96,5,4,3,Loyal
16438,5,5,798.35,5,4,3,Loyal
17703,35,3,798.74,3,4,3,Others
13030,11,2,799.48,5,3,3,Others
13720,116,4,799.9,2,4,3,"At Risk"
17905,71,4,800.24,3,4,3,Others
15561,11,4,800.59,5,4,3,Loyal
16806,103,4,801.49,2,4,3,"At Risk"
18265,72,2,801.51,2,3,3,Others
15831,58,3,801.76,3,3,3,Others
12422,95,3,803.56,2,3,3,Others
18248,122,2,804.02,2,3,3,Others
16367,37,2,804.49,3,3,3,Others
12434,84,2,806.14,2,3,3,Others
13707,267,2,806.41,1,2,3,Lost
15952,33,4,806.57,3,4,3,Others
12421,15,4,807.04,4,4,3,Loyal
15533,19,3,807.57,4,4,3,Loyal
17114,5,8,808.62,5,5,3,Loyal
16891,1,5,809.7,5,4,3,Loyal
13637,52,3,810.5,3,3,3,Others
16624,80,2,810.57,2,3,3,Others
16276,176,1,810.6,2,1,3,Others
17980,165,3,811.45,2,3,3,Others
15644,166,4,813,2,4,3,"At Risk"
14421,57,2,813.11,3,3,3,Others
16621,51,4,813.48,3,4,3,Others
16600,4,6,813.52,5,5,3,Loyal
18064,133,2,814,2,2,3,Others
13811,183,3,814.5,1,3,3,Others
16460,28,3,814.72,4,4,3,Loyal
13280,122,3,814.86,2,3,3,Others
14499,26,3,815.32,4,4,3,Loyal
15399,1,3,815.77,5,4,3,Loyal
15649,336,2,816,1,2,3,Lost
16943,211,3,816.73,1,3,3,Others
16092,114,3,817.86,2,3,3,Others
17764,50,2,818.82,3,3,3,Others
13220,78,4,819.29,2,4,3,"At Risk"
13893,297,1,821.1,1,1,3,Lost
12778,19,6,822.23,4,5,3,Loyal
16164,17,3,822.48,4,4,3,Loyal
16284,31,2,823.97,4,3,3,Others
16869,22,4,825.42,4,4,3,Loyal
12427,21,3,825.8,4,4,3,Loyal
15525,2,3,825.92,5,4,3,Loyal
17921,64,4,826.52,3,4,3,Others
16494,296,1,826.53,1,1,3,Lost
12781,63,2,826.74,3,3,3,Others
12461,94,2,826.88,2,3,3,Others
13681,17,4,827.83,4,4,3,Loyal
14644,67,2,830.76,3,3,3,Others
15862,8,4,832.88,5,4,3,Loyal
16644,177,2,833.78,2,2,3,Others
17075,17,4,834.12,4,4,3,Loyal
13835,25,4,834.57,4,4,3,Loyal
17759,17,3,834.99,4,4,3,Loyal
17169,57,2,835.78,3,3,3,Others
16747,37,2,836.06,3,3,3,Others
12728,71,4,836.33,2,4,3,"At Risk"
15832,254,1,836.79,1,1,3,Lost
16554,42,3,837.1,3,3,3,Others
17115,8,3,837.5,5,4,3,Loyal
13940,17,4,839.14,4,4,3,Loyal
17076,36,3,841.08,3,4,3,Others
14862,25,2,841.2,4,3,3,Others
16560,26,2,841.41,4,3,3,Others
16108,84,1,842.5,2,2,3,Others
13929,169,2,842.65,2,2,3,Others
17929,11,4,843,5,4,3,Loyal
15164,68,3,843.05,3,3,3,Others
17624,14,2,843.48,4,3,3,Others
14803,162,3,845.55,2,3,3,Others
15965,17,4,845.64,4,4,3,Loyal
16222,318,1,846.72,1,1,3,Lost
16924,21,3,846.75,4,4,3,Loyal
13221,240,2,847.41,1,2,3,Lost
14657,17,4,848.22,4,4,3,Loyal
12713,0,1,848.55,5,2,3,Promising
16020,16,3,851.01,4,4,3,Loyal
16070,22,2,852.15,4,3,3,Others
12379,81,2,852.24,2,3,3,Others
14193,67,2,853.39,3,3,3,Others
16877,12,6,853.72,5,5,3,Loyal
17560,94,4,854.95,2,4,3,"At Risk"
12878,236,2,854.99,1,2,3,Lost
16037,269,3,855.02,1,3,3,Others
12693,127,4,855.91,2,4,3,"At Risk"
13991,12,6,855.97,5,5,3,Loyal
16163,232,2,856.6,1,2,3,Lost
14553,19,5,859.27,4,4,3,Loyal
17064,58,3,859.35,3,3,3,Others
14577,12,4,859.71,5,4,3,Loyal
13339,200,1,860.12,1,1,3,Lost
12794,53,2,860.41,3,3,3,Others
16266,73,7,861.89,2,5,3,"At Risk"
12680,0,4,862.81,5,4,3,Loyal
16221,36,3,864.86,3,4,3,Others
13846,24,3,865.06,4,4,3,Loyal
16567,194,2,865.6,1,2,3,Lost
14332,22,3,866.31,4,4,3,Loyal
16121,57,2,867.11,3,3,3,Others
16235,40,5,867.31,3,4,3,Others
14715,24,4,867.38,4,4,3,Loyal
14912,16,2,867.85,4,3,3,Others
17649,138,1,868.49,2,1,3,Others
13203,9,4,869.46,5,4,3,Loyal
12694,70,2,869.67,3,3,3,Others
13979,73,1,869.87,2,2,3,Others
13200,19,4,870.09,4,4,3,Loyal
15208,1,5,870.12,5,4,3,Loyal
12847,22,1,871.54,4,2,3,Promising
13294,189,2,873.74,1,2,3,Lost
16513,4,4,874.59,5,4,3,Loyal
13566,40,2,874.71,3,3,3,Others
15100,333,3,876,1,3,3,Others
14770,232,2,876.42,1,2,3,Lost
15653,92,2,877.44,2,3,3,Others
15076,172,1,880.85,2,1,3,Others
13037,138,3,881.07,2,3,3,Others
18236,29,6,882.24,4,5,3,Loyal
14597,11,2,883.15,5,3,3,Others
15799,75,3,884.14,2,3,3,Others
17109,29,6,885.04,4,5,3,Loyal
17704,168,2,885.19,2,2,3,Others
15822,3,2,885.47,5,3,3,Others
16900,16,3,887.11,4,4,3,Loyal
16347,11,2,887.65,5,3,3,Others
17829,298,1,889.24,1,1,3,Lost
14623,32,5,889.25,3,4,3,Others
17007,50,6,889.93,3,5,3,Others
14344,127,8,889.93,2,5,3,"At Risk"
17027,78,6,890.29,2,5,3,"At Risk"
14240,30,2,890.34,4,3,3,Others
15255,66,1,890.85,3,2,3,Others
13515,72,4,891.12,2,4,3,"At Risk"
12772,59,1,892.47,3,2,3,Others
15066,53,1,893.59,3,2,3,Others
15211,60,2,894.41,3,3,3,Others
15865,40,3,895.13,3,3,3,Others
15079,212,4,895.61,1,4,3,"At Risk"
16361,9,4,896.66,5,4,3,Loyal
17537,29,2,897.62,4,3,3,Others
13662,85,3,897.76,2,3,3,Others
17886,31,3,899.61,4,4,3,Loyal
14625,196,2,899.63,1,2,3,Lost
16716,266,2,901.2,1,2,3,Lost
17848,81,9,901.2,2,5,3,"At Risk"
17566,8,2,901.21,5,3,3,Others
15807,50,3,903.9,3,3,3,Others
15022,11,4,905.04,5,4,3,Loyal
15480,116,1,905.5,2,1,3,Others
14449,18,4,907.1,4,4,3,Loyal
13038,80,3,908.46,2,3,3,Others
15511,11,5,909.23,5,4,3,Loyal
13689,63,1,910,3,2,3,Others
18096,11,3,911.15,5,4,3,Loyal
14289,8,6,911.26,5,5,3,Loyal
13192,95,2,911.94,2,3,3,Others
13782,12,6,912,5,5,3,Loyal
14359,19,3,912.18,4,4,3,Loyal
15364,95,2,913.19,2,3,3,Others
12940,54,2,913.54,3,3,3,Others
15587,50,4,913.68,3,4,3,Others
16809,23,5,914.69,4,4,3,Loyal
16216,267,1,914.93,1,1,3,Lost
14141,2,4,915.13,5,4,3,Loyal
17236,12,6,916.13,5,5,3,Loyal
14712,29,3,917.07,4,4,3,Loyal
14015,52,1,917.34,3,2,3,Others
15253,16,5,918.2,4,4,3,Loyal
13549,25,7,918.2,4,5,3,Loyal
13075,129,1,919.61,2,1,3,Others
12652,331,1,919.98,1,1,3,Lost
17018,40,2,920.1,3,3,3,Others
13984,26,5,920.51,4,4,3,Loyal
17323,15,7,921.07,4,5,3,Loyal
13035,73,2,921.88,2,3,3,Others
13934,263,1,922.1,1,1,3,Lost
16551,95,3,922.12,2,3,3,Others
13122,94,2,922.39,2,3,3,Others
15654,9,2,922.53,5,3,3,Others
13805,52,2,924.6,3,3,3,Others
15312,75,4,924.85,2,4,3,"At Risk"
17048,117,3,925.35,2,3,3,Others
14231,183,3,925.71,1,3,3,Others
14475,71,3,925.85,3,3,3,Others
17552,60,4,930.41,3,4,3,Others
18133,212,1,931.5,1,1,3,Lost
14532,236,4,932.85,1,4,3,"At Risk"
13655,114,2,932.97,2,3,3,Others
16657,9,4,933.62,5,4,3,Loyal
12924,88,4,933.7,2,4,3,"At Risk"
14081,302,2,934.52,1,2,3,Lost
16027,91,6,934.62,2,5,3,"At Risk"
14140,3,2,935.05,5,3,3,Others
16584,80,2,936.08,2,3,3,Others
17227,18,6,939.32,4,5,3,Loyal
17527,53,4,939.37,3,4,3,Others
15289,29,3,939.78,4,4,3,Loyal
15576,37,1,940.67,3,2,3,Others
14075,4,3,942.26,5,4,3,Loyal
12820,3,4,942.34,5,4,3,Loyal
13261,268,2,944.1,1,2,4,Lost
17289,31,3,944.41,4,4,4,Loyal
15707,35,4,945.58,3,4,4,Others
12458,71,2,947.4,2,3,4,Others
15787,26,3,948.05,4,4,4,Loyal
13748,95,5,948.25,2,4,4,"At Risk"
17044,25,1,948.48,4,2,4,Promising
12822,70,2,948.88,3,3,4,Others
13636,36,5,949.12,3,4,4,Others
16511,21,3,950.26,4,4,4,Loyal
15421,58,4,950.36,3,4,4,Others
16934,54,2,950.93,3,3,4,Others
15835,44,4,954.09,3,4,4,Others
17097,2,8,954.42,5,5,4,Loyal
17244,53,1,954.9,3,2,4,Others
15948,8,2,955.24,5,3,4,Others
12697,28,3,957.59,4,4,4,Loyal
13823,18,2,957.66,4,3,4,Others
18192,71,1,957.97,3,2,4,Others
14629,4,2,959.01,5,3,4,Others
15156,1,3,961.49,5,4,4,Loyal
14006,115,3,962.19,2,3,4,Others
13138,22,6,962.39,4,5,4,Loyal
12550,79,1,964.83,2,2,4,Others
15793,14,3,965.61,4,4,4,Loyal
15907,3,3,967.45,5,4,4,Loyal
14256,260,2,969.06,1,2,4,Lost
17618,5,3,971.58,5,4,4,Loyal
17100,18,2,971.74,4,3,4,Others
13155,33,4,971.76,3,4,4,Others
16419,112,6,972.23,2,5,4,"At Risk"
18194,82,1,973.84,2,2,4,Others
15747,12,3,974.04,5,4,4,Loyal
12994,4,3,974.42,5,4,4,Loyal
15449,26,3,974.52,4,4,4,Loyal
14522,24,4,974.54,4,4,4,Loyal
13026,1,5,975.36,5,4,4,Loyal
15860,40,8,977.21,3,5,4,Others
14920,212,2,977.77,1,2,4,Lost
15132,18,5,977.93,4,4,4,Loyal
13350,16,2,979.12,4,3,4,Others
15506,22,3,979.26,4,4,4,Loyal
13509,8,7,979.72,5,5,4,Loyal
18170,33,3,980.31,3,4,4,Others
12541,29,3,981.18,4,4,4,Loyal
16085,23,5,981.51,4,4,4,Loyal
16907,29,5,981.65,4,4,4,Loyal
16188,44,4,981.86,3,4,4,Others
15071,93,2,982.07,2,3,4,Others
14138,1,2,982.38,5,3,4,Others
15133,127,3,982.42,2,3,4,Others
12510,142,2,982.57,2,2,4,Others
17144,1,2,984.57,5,3,4,Others
13117,21,8,984.91,4,5,4,Loyal
16376,8,2,987.01,5,3,4,Others
18237,2,5,987.1,5,4,4,Loyal
15062,71,4,987.86,3,4,4,Others
17324,17,4,990.23,4,4,4,Loyal
16232,43,4,990.88,3,4,4,Others
14223,92,3,991.13,2,3,4,Others
13363,17,2,992.5,4,3,4,Others
16009,22,4,992.71,4,4,4,Loyal
17594,85,2,993.18,2,3,4,Others
15110,23,4,996.1,4,4,4,Loyal
14540,9,3,996.26,5,4,4,Loyal
12722,85,4,997.63,2,4,4,"At Risk"
18143,116,2,1000.16,2,3,4,Others
15508,189,6,1000.27,1,4,4,"At Risk"
12545,75,2,1000.39,2,3,4,Others
12446,57,1,1002.31,3,2,4,Others
13410,24,5,1003.06,4,4,4,Loyal
14214,30,5,1004.38,4,4,4,Loyal
17126,152,5,1004.75,2,4,4,"At Risk"
13429,10,4,1006.8,5,4,4,Loyal
14631,50,3,1006.98,3,3,4,Others
17646,219,3,1008.39,1,3,4,Others
17951,39,3,1008.54,3,4,4,Others
16174,126,3,1009.55,2,3,4,Others
16572,127,3,1009.6,2,3,4,Others
13032,52,2,1010.18,3,3,4,Others
16229,87,2,1010.6,2,3,4,Others
14775,58,3,1011.9,3,3,4,Others
14195,201,2,1012,1,2,4,Lost
17197,29,1,1013.01,4,2,4,Promising
12739,78,2,1013.04,2,3,4,Others
12642,25,3,1013.26,4,4,4,Loyal
13867,31,3,1015.29,4,4,4,Loyal
13728,36,6,1016.14,3,5,4,Others
12514,267,1,1017.68,1,1,4,Lost
14083,4,9,1018.43,5,5,4,Loyal
12828,2,6,1018.71,5,5,4,Loyal
18142,157,2,1019.52,2,2,4,Others
13376,99,3,1019.76,2,3,4,Others
12572,8,2,1020.42,5,3,4,Others
13165,46,2,1021.48,3,3,4,Others
14346,120,2,1021.58,2,3,4,Others
17096,15,4,1022.13,4,4,4,Loyal
15658,190,5,1024.1,1,4,4,"At Risk"
16160,65,2,1025.44,3,3,4,Others
14904,2,2,1025.44,5,3,4,Others
13956,5,5,1026.42,5,4,4,Loyal
15104,196,2,1027.44,1,2,4,Lost
16682,4,5,1028,5,4,4,Loyal
15333,208,1,1028.56,1,1,4,Lost
17033,86,3,1030.14,2,3,4,Others
13253,156,2,1030.4,2,2,4,Others
12717,151,2,1030.98,2,2,4,Others
13235,212,1,1031.07,1,1,4,Lost
